# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7939151	7943129	+	XP_066188275.1		XM_066332178.1	NAD-dependent protein deacetylase sirtuin-7 isoform X2	SIRT7	136369384		1080	359	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7943148	7953851	+	XM_066332179.1		XP_066188276.1	phosphate cytidylyltransferase 2, ethanolamine, transcript variant X1	PCYT2	136369385		2215	2215	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7943148	7953851	+	XM_066332180.1		XP_066188277.1	phosphate cytidylyltransferase 2, ethanolamine, transcript variant X2	PCYT2	136369385		2170	2170	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7943178	7952791	+	XP_066188276.1		XM_066332179.1	ethanolamine-phosphate cytidylyltransferase isoform X1	PCYT2	136369385		1125	374	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7943178	7952791	+	XP_066188277.1		XM_066332180.1	ethanolamine-phosphate cytidylyltransferase isoform X2	PCYT2	136369385		1080	359	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7943709	7952791	+	XP_066188278.1		XM_066332181.1	ethanolamine-phosphate cytidylyltransferase isoform X3	PCYT2	136369385		1053	350	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7954951	7955455	-				anaphase promoting complex subunit 11	ANAPC11	136369390		505		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7954951	7955455	-	XM_066332190.1		XP_066188287.1	anaphase promoting complex subunit 11, transcript variant X2	ANAPC11	136369390		413	413	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7954951	7955411	-	XM_066332189.1		XP_066188286.1	anaphase promoting complex subunit 11, transcript variant X1	ANAPC11	136369390		390	390	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7955029	7955354	-	XP_066188286.1		XM_066332189.1	anaphase-promoting complex subunit 11 isoform X1	ANAPC11	136369390		255	84	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7955029	7955354	-	XP_066188287.1		XM_066332190.1	anaphase-promoting complex subunit 11 isoform X2	ANAPC11	136369390		234	77	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7955466	7959570	+				Aly/REF export factor	ALYREF	136369388		4105		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7955466	7959570	+	XM_066332183.1		XP_066188280.1	Aly/REF export factor	ALYREF	136369388		1065	1065	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7955503	7959307	+	XP_066188280.1		XM_066332183.1	THO complex subunit 4	ALYREF	136369388		765	254	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7959840	7967555	+				Rho GDP dissociation inhibitor alpha	ARHGDIA	136369391		7716		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7959840	7967555	+	XM_066332191.1		XP_066188288.1	Rho GDP dissociation inhibitor alpha	ARHGDIA	136369391		2226	2226	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7964001	7966091	+	XP_066188288.1		XM_066332191.1	rho GDP-dissociation inhibitor 1	ARHGDIA	136369391		615	204	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7970304	7978561	+				prolyl 4-hydroxylase subunit beta	P4HB	136369409		8258		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7970304	7978561	+	XM_066332228.1		XP_066188325.1	prolyl 4-hydroxylase subunit beta	P4HB	136369409		2538	2538	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7970346	7977610	+	XP_066188325.1		XM_066332228.1	protein disulfide-isomerase	P4HB	136369409		1545	514	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7980547	7982854	+				protein phosphatase 1 regulatory subunit 27	PPP1R27	136369426		2308		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7980547	7982854	+	XM_066332257.1		XP_066188354.1	protein phosphatase 1 regulatory subunit 27	PPP1R27	136369426		1128	1128	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7980998	7982669	+	XP_066188354.1		XM_066332257.1	protein phosphatase 1 regulatory subunit 27	PPP1R27	136369426		492	163	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7982955	7984930	+				MAPK regulated corepressor interacting protein 1	MCRIP1	136369427		1976		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7982955	7984930	+	XM_066332258.1		XP_066188355.1	MAPK regulated corepressor interacting protein 1	MCRIP1	136369427		1698	1698	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7983127	7983695	+	XP_066188355.1		XM_066332258.1	mapk-regulated corepressor-interacting protein 1	MCRIP1	136369427		291	96	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7989021	7992685	-				glucagon receptor	GCGR	136369405		3665		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7989021	7992685	-	XM_066332225.1		XP_066188322.1	glucagon receptor	GCGR	136369405		1973	1973	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	7989340	7992543	-	XP_066188322.1		XM_066332225.1	glucagon receptor	GCGR	136369405		1512	503	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8001091	8007301	-				solute carrier family 25 member 10	SLC25A10	136369415		6211		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8001091	8007301	-	XM_066332241.1		XP_066188338.1	solute carrier family 25 member 10	SLC25A10	136369415		1217	1217	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8001241	8007281	-	XP_066188338.1		XM_066332241.1	mitochondrial dicarboxylate carrier	SLC25A10	136369415		1047	348	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8007944	8011593	-				mitochondrial ribosomal protein L12	MRPL12	136369418		3650		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8007944	8011593	-	XM_066332246.1		XP_066188343.1	mitochondrial ribosomal protein L12	MRPL12	136369418		1046	1046	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8008127	8011486	-	XP_066188343.1		XM_066332246.1	large ribosomal subunit protein bL12m	MRPL12	136369418		756	251	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8011966	8021318	-				hepatocyte growth factor-regulated tyrosine kinase substrate	HGS	136369402		9353		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8011966	8021318	-	XM_066332219.1		XP_066188316.1	hepatocyte growth factor-regulated tyrosine kinase substrate, transcript variant X2	HGS	136369402		2836	2836	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8011966	8021318	-	XM_066332217.1		XP_066188314.1	hepatocyte growth factor-regulated tyrosine kinase substrate, transcript variant X1	HGS	136369402		2839	2839	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8011966	8021285	-	XM_066332220.1		XP_066188317.1	hepatocyte growth factor-regulated tyrosine kinase substrate, transcript variant X3	HGS	136369402		2875	2875	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8012449	8021239	-	XP_066188316.1		XM_066332219.1	hepatocyte growth factor-regulated tyrosine kinase substrate isoform X2	HGS	136369402		2274	757	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8012449	8021239	-	XP_066188314.1		XM_066332217.1	hepatocyte growth factor-regulated tyrosine kinase substrate isoform X1	HGS	136369402		2277	758	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8012449	8021239	-	XP_066188317.1		XM_066332220.1	hepatocyte growth factor-regulated tyrosine kinase substrate isoform X3	HGS	136369402		2346	781	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8021329	8022651	+				ADP ribosylation factor like GTPase 16	ARL16	136369420		1323		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8021329	8022651	+	XM_066332248.1		XP_066188345.1	ADP ribosylation factor like GTPase 16	ARL16	136369420		907	907	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8021371	8022482	+	XP_066188345.1		XM_066332248.1	LOW QUALITY PROTEIN: ADP-ribosylation factor-like protein 16	ARL16	136369420		696	231	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-				transmembrane channel like 6	TMC6	136369401		7290		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332214.1		XP_066188311.1	transmembrane channel like 6, transcript variant X4	TMC6	136369401		3348	3348	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332216.1		XP_066188313.1	transmembrane channel like 6, transcript variant X6	TMC6	136369401		3186	3186	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332215.1		XP_066188312.1	transmembrane channel like 6, transcript variant X5	TMC6	136369401		3234	3234	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332213.1		XP_066188310.1	transmembrane channel like 6, transcript variant X3	TMC6	136369401		3327	3327	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332211.1		XP_066188308.1	transmembrane channel like 6, transcript variant X1	TMC6	136369401		3375	3375	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8024198	8031487	-	XM_066332212.1		XP_066188309.1	transmembrane channel like 6, transcript variant X2	TMC6	136369401		3392	3392	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188311.1		XM_066332214.1	transmembrane channel-like protein 6 isoform X2	TMC6	136369401		2514	837	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188312.1		XM_066332215.1	transmembrane channel-like protein 6 isoform X3	TMC6	136369401		2400	799	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188313.1		XM_066332216.1	transmembrane channel-like protein 6 isoform X3	TMC6	136369401		2400	799	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188308.1		XM_066332211.1	transmembrane channel-like protein 6 isoform X1	TMC6	136369401		2541	846	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188309.1		XM_066332212.1	transmembrane channel-like protein 6 isoform X1	TMC6	136369401		2541	846	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8025080	8030646	-	XP_066188310.1		XM_066332213.1	transmembrane channel-like protein 6 isoform X1	TMC6	136369401		2541	846	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8031522	8032821	+				synaptogyrin 2	SYNGR2	136369421		1300		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8031522	8032821	+	XM_066332249.1		XP_066188346.1	synaptogyrin 2	SYNGR2	136369421		786	786	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8031554	8032748	+	XP_066188346.1		XM_066332249.1	synaptogyrin-2	SYNGR2	136369421		681	226	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8033934	8036957	-				thymidine kinase 1	TK1	136369422		3024		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8033934	8036957	-	XM_066332250.1		XP_066188347.1	thymidine kinase 1	TK1	136369422		2103	2103	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8035228	8036820	-	XP_066188347.1		XM_066332250.1	thymidine kinase, cytosolic	TK1	136369422		672	223	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8037159	8039846	+				arylformamidase	AFMID	136369416		2688		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8037159	8039846	+	XM_066332242.1		XP_066188339.1	arylformamidase	AFMID	136369416		1227	1227	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8037217	8039553	+	XP_066188339.1		XM_066332242.1	kynurenine formamidase	AFMID	136369416		876	291	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8040243	8042815	-				uncharacterized LOC136369411	LOC136369411	136369411		2573		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8040243	8042815	-	XM_066332232.1		XP_066188329.1	uncharacterized protein	LOC136369411	136369411		1421	1421	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8040451	8042811	-	XP_066188329.1		XM_066332232.1	uncharacterized protein	LOC136369411	136369411		1209	402	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8054468	8056979	-				suppressor of cytokine signaling 3	SOCS3	136369392		2512		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8054468	8056979	-	XM_066332192.1		XP_066188289.1	suppressor of cytokine signaling 3	SOCS3	136369392		1963	1963	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8055605	8056234	-	XP_066188289.1		XM_066332192.1	suppressor of cytokine signaling 3	SOCS3	136369392		630	209	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8057750	8074142	+				phosphatidylglycerophosphate synthase 1	PGS1	136369396		16393		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8057750	8074142	+	XM_066332197.1		XP_066188294.1	phosphatidylglycerophosphate synthase 1, transcript variant X2	PGS1	136369396		2725	2725	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8057752	8074142	+	XM_066332196.1		XP_066188293.1	phosphatidylglycerophosphate synthase 1, transcript variant X1	PGS1	136369396		2661	2661	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8057851	8072099	+	XP_066188293.1		XM_066332196.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	PGS1	136369396		2181	726	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8057851	8072099	+	XP_066188294.1		XM_066332197.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase, mitochondrial	PGS1	136369396		2181	726	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8073590	8105736	-				dynein axonemal heavy chain 17	DNAH17	136369393		32147		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8073590	8105736	-	XM_066332194.1		XP_066188291.1	dynein axonemal heavy chain 17, transcript variant X2	DNAH17	136369393		13515	13515	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8073590	8105736	-	XM_066332193.1		XP_066188290.1	dynein axonemal heavy chain 17, transcript variant X1	DNAH17	136369393		13533	13533	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8073719	8105736	-	XP_066188291.1		XM_066332194.1	dynein axonemal heavy chain 17 isoform X2	DNAH17	136369393		13386	4461	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8073719	8105736	-	XP_066188290.1		XM_066332193.1	dynein axonemal heavy chain 17 isoform X1	DNAH17	136369393		13404	4467	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8122582	-				cytohesin 1	CYTH1	136369397		15714		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8122582	-	XM_066332201.1		XP_066188298.1	cytohesin 1, transcript variant X3	CYTH1	136369397		2171	2171	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8120946	-	XM_066332203.1		XP_066188300.1	cytohesin 1, transcript variant X5	CYTH1	136369397		2173	2173	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8118945	-	XM_066332200.1		XP_066188297.1	cytohesin 1, transcript variant X2	CYTH1	136369397		2424	2424	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8116642	-	XM_066332202.1		XP_066188299.1	cytohesin 1, transcript variant X4	CYTH1	136369397		2242	2242	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8116184	-	XM_066332199.1		XP_066188296.1	cytohesin 1, transcript variant X1	CYTH1	136369397		2444	2444	
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8106869	8115236	-	XM_066332204.1		XP_066188301.1	cytohesin 1, transcript variant X6	CYTH1	136369397		2167	2167	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8122524	-	XP_066188298.1		XM_066332201.1	cytohesin-1 isoform X3	CYTH1	136369397		1203	400	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8118676	-	XP_066188297.1		XM_066332200.1	cytohesin-1 isoform X2	CYTH1	136369397		1245	414	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8116510	-	XP_066188299.1		XM_066332202.1	cytohesin-1 isoform X4	CYTH1	136369397		1200	399	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8116030	-	XP_066188296.1		XM_066332199.1	cytohesin-1 isoform X1	CYTH1	136369397		1380	459	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8112515	-	XP_066188300.1		XM_066332203.1	cytohesin-1 isoform X5	CYTH1	136369397		1020	339	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8107779	8112515	-	XP_066188301.1		XM_066332204.1	cytohesin-1 isoform X5	CYTH1	136369397		1020	339	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8122759	8132765	-				ubiquitin specific peptidase 36	USP36	136369395		10007		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8122759	8132765	-	XM_066332195.1		XP_066188292.1	ubiquitin specific peptidase 36	USP36	136369395		3873	3873	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8123283	8132638	-	XP_066188292.1		XM_066332195.1	ubiquitin carboxyl-terminal hydrolase 36	USP36	136369395		3222	1073	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8133334	8141898	-				TIMP metallopeptidase inhibitor 2	TIMP2	136369398		8565		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8133334	8141898	-	XM_066332205.1		XP_066188302.1	TIMP metallopeptidase inhibitor 2	TIMP2	136369398		2138	2138	
CDS	with_protein	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8134636	8141725	-	XP_066188302.1		XM_066332205.1	metalloproteinase inhibitor 2	TIMP2	136369398		663	220	
gene	protein_coding	GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8145224	8148800	-				calcium activated nucleotidase 1	CANT1	136369399		3577		
mRNA		GCF_009819655.1	Primary Assembly	chromosome	18	NC_089157.1	8145224	8148800	-	XM_066332207.1		XP_066188304.1	calcium activated nucleotidase 1, transcript variant X2	CANT1	136369399		1451	1451	
